"","num_hrefs","num_imgs","data_channel_is_socmed","data_channel_is_tech","data_channel_is_world","kw_max_min","kw_avg_min","kw_avg_max","kw_min_avg","kw_max_avg","kw_avg_avg","self_reference_min_shares","self_reference_max_shares","self_reference_avg_sharess","weekday_is_saturday","LDA_00","LDA_02","LDA_03","global_subjectivity","rate_positive_words","popularity"
"5428",11,1,0,0,0,341,286.5,34620,0,2623.19069767,1819.88897028,380,380,380,0,0.0400047061951,0.0402471943366,0.315105498761,0.428421052632,0.6875,"1"
"5429",10,1,0,0,0,23700,4391.66666667,117950,0,23700,5259.69705837,2200,3200,2700,0,0.221855339657,0.152943302229,0.0250758193661,0.507884399551,0.555555555556,"2"
"5430",5,1,0,0,0,861,245,263366.666667,1830.5,6884.46564885,3903.28175531,556,1100,818.666666667,0,0.0333339632202,0.0333335789823,0.0335828739578,0.554487179487,0.789473684211,"2"
"5431",5,2,0,0,1,868,294.555555556,161688.888889,1224.28571429,3401.81719447,2258.68554418,1400,6100,3750,0,0.0222227336277,0.570514217782,0.022222508025,0.48555893759,0.605633802817,"1"
"5432",9,1,0,0,1,232,79.7142857143,186309.333333,0,3257.02700313,1701.04150638,0,0,0,0,0.0223806771672,0.910524351609,0.0224104803168,0.479524642025,0.842105263158,"1"
"5433",1,0,0,0,1,539,356.833333333,42228.5714286,0,3246.89221557,2365.38825531,937,937,937,0,0.0286471889719,0.446318301412,0.467318756904,0.470963020031,0.761904761905,"2"
"5434",10,31,0,0,0,642,235.125,301225,2482.73469388,5960.67087319,3689.92567386,3400,14800,10100,0,0.0250360468384,0.566639590647,0.358112886142,0.500052213868,0.735294117647,"4"
"5435",19,16,0,0,1,584,204.444444444,248740,0,8441.73498233,4833.18243709,992,21400,11196,0,0.0200007338522,0.235268135774,0.604520682811,0.396666666667,1,"2"
"5436",3,1,0,1,0,483,309.666666667,194600,2641.12125,3404.93081452,3047.19901163,0,0,0,0,0.0335040083104,0.0333991281953,0.0333336306192,0.454212454212,0.777777777778,"2"
"5437",9,0,0,1,0,726,179.666666667,326544.444444,2149.28571429,4499.26315789,3366.78613478,2600,3400,3000,0,0.127875492305,0.0222939317326,0.0222629600122,0.380597643098,1,"2"
"5438",11,1,0,1,0,846,311,253885.714286,1141.8,4889.35449735,3139.84070978,6800,6800,6800,0,0.326557670399,0.0286264688155,0.309407955014,0.433235185867,0.818181818182,"2"
"5439",7,8,0,1,0,181,81,209880,0,3287.63778151,2249.55904629,1800,6500,4150,0,0.0400730008001,0.040019672888,0.0400001472522,0.388354238354,0.620689655172,"2"
"5440",12,1,0,0,1,913,311.666666667,275300,2177.87365346,5842.6,3342.84737394,0,0,0,0,0.0333455668523,0.698936456838,0.0333344331401,0.473123123123,0.655172413793,"3"
"5441",13,1,0,0,0,662,183.4,253460,1146.8,3806.04135338,2744.76442403,1200,2400,1800,0,0.040001915955,0.0400010740229,0.838584658021,0.431267217631,0.75,"2"
"5442",0,0,0,0,0,745,318.333333333,327966.666667,2588.13333333,9751.26027397,4516.79685562,0,0,0,0,0.033338303786,0.0334571103165,0.865781682322,0,0,"2"
"5443",8,9,0,0,0,621,154.4,226842.857143,0,5448.48655914,2792.90973308,0,0,0,0,0.0285721012259,0.0285719466104,0.0286197167373,0.515213652327,0.721518987342,"3"
"5444",5,1,1,0,0,992,580.75,28325,2197.33333333,3787.71698113,2840.04761731,2700,2700,2700,0,0.552432883051,0.0501662055387,0.0504147830828,0.468131313131,0.590909090909,"2"
"5445",27,14,0,0,0,1000,282.625,284787.5,2783.33333333,8120.66666667,4234.71233594,902,19400,8476,0,0.152640371936,0.0250008739928,0.771924565641,0.478891774892,0.608695652174,"2"
"5446",5,13,1,0,0,614,439.833333333,24057.1428571,0,3787.71698113,2195.01404636,2800,2800,2800,0,0.63429763126,0.0287024869953,0.0287750368094,0.41625,0.722222222222,"2"
"5447",5,3,0,0,0,1800,288.444444444,287611.111111,1800,5395.4039759,3019.08729943,10200,10200,10200,0,0.252855042189,0.0222231474889,0.123704760098,0.309011164274,0.75,"2"
"5448",6,1,0,0,1,648,351.666666667,238000,2103.02336449,4319.72727273,3033.8427512,711,711,711,0,0.198150726399,0.701847118275,0.0333335411539,0.242708333333,0.411764705882,"2"
"5449",8,0,0,1,0,900,316.125,144566.666667,0,10016.6666667,3512.75178875,1100,1100,1100,0,0.0222586106723,0.022227366129,0.0222238399325,0.520867768595,0.777777777778,"1"
"5450",0,0,0,0,0,883,176.318,676900,3413.30257539,6822.96942185,5448.02203085,0,0,0,0,0.0400012850115,0.0400003195331,0.839976818402,0,0,"3"
"5451",19,15,0,0,0,382,182.5,392720,0,4750.54369825,3205.5616416,6200,15700,10950,0,0.250164394026,0.0400025921147,0.629548163533,0.543526570048,0.571428571429,"3"
"5452",5,2,0,0,0,4500,778,324700,933.75,4500,2667.34658296,1000,1000,1000,0,0.314631365959,0.599642552836,0.0285716782703,0.298812229437,0.521739130435,"2"
"5453",16,1,0,0,0,410,162,256385.714286,1736.92307692,3953.52947053,2906.93807085,1200,3200,1966.66666667,0,0.721618871493,0.0290344185465,0.0286091190202,0.501112228929,0.685185185185,"2"
"5454",3,2,0,0,0,3100,537.571428571,313744.444444,0,8761.72727273,3581.42625615,2700,2700,2700,0,0.0222236698008,0.157423977258,0.222574560515,0.486117330945,0.88,"4"
"5455",4,1,1,0,0,484,286,208971.428571,0,4035.5,2861.89853391,2400,2400,2400,0,0.233126254215,0.395795150484,0.028779860211,0.573337268792,0.888888888889,"3"
"5456",6,1,1,0,0,2400,720.285714286,13100,0,3663.81666667,1846.70592148,3500,3500,3500,0,0.0204359792113,0.0200005772814,0.0200126761499,0.430546265329,0.64,"1"
"5457",4,1,0,0,0,2400,475.9,155790,1106.83333333,3306.49667758,2424.22539896,1100,1100,1100,0,0.0200092270382,0.0200039380837,0.122494188488,0.502317029949,0.666666666667,"1"
"5458",8,0,0,0,0,1000,440.666666667,170155.555556,1000,4902.65889213,3269.84288696,1300,1500,1400,0,0.0222449356185,0.0222325227945,0.9106478635,0.455134259259,0.78431372549,"3"
"5459",15,1,0,0,1,756,176.4,214400,978,7381.72222222,3278.61535089,1700,1700,1700,0,0.0200003790687,0.696003459298,0.0200012948295,0.385999503968,0.681818181818,"2"
"5460",2,7,0,0,0,589,148.4,184500,0,5107.66826923,2244.60997838,1300,1300,1300,0,0.0250020533832,0.0250011716171,0.0251288631801,0.385367965368,0.916666666667,"2"
"5461",9,0,0,0,0,515,131.857142857,213714.285714,1375.1025641,3215.74882961,2286.00825599,2000,2000,2000,0,0.0285716026821,0.457440093057,0.0287033610424,0.404195804196,0.555555555556,"2"
"5462",12,1,0,1,0,1200,386.571428571,282252.75,0,3566.29788618,1889.37525336,2200,12900,6100,0,0.0259306145667,0.147027325305,0.0250041247311,0.470898037799,0.775862068966,"2"
"5463",7,1,0,1,0,519,188.888888889,406388.888889,1800.94736842,3799.22424242,2952.88731546,1000,10100,4300,0,0.0223182950918,0.0222489793361,0.0222223915077,0.463127069009,0.846153846154,"2"
"5464",7,2,0,0,1,812,232.125,265212.5,1139,5421.2388664,2448.43511895,1100,3400,1700,0,0.0250002940103,0.832095744968,0.0250000964481,0.407091097308,0.692307692308,"1"
"5465",1,2,0,0,1,269,66.5,266275,2179.32749478,3459.97688151,2757.92845524,1100,1100,1100,0,0.0500018637042,0.549499045436,0.050000530224,0.276473815536,0.391304347826,"1"
"5466",0,0,0,0,0,1500,301.655714286,523257.142857,3514.16403331,7198.97787138,5255.38407511,0,0,0,0,0.0285716510898,0.0285715406145,0.885570607502,0,0,"2"
"5467",25,1,0,0,0,1300,269.2,304514.285714,0,5877.01952277,2508.71788827,1300,50600,17966.6666667,1,0.028573722847,0.0285731110237,0.885305751309,0.533852126709,0.533333333333,"3"
"5468",30,0,0,0,0,440,173.2,381128.571429,0,7378.2734375,3472.1319545,16100,16100,16100,0,0.0285974832694,0.0286000227244,0.885633637264,0.432164502165,0.720930232558,"2"
"5469",28,15,0,0,0,1100,225.5,430716.666667,1700,5117.41732283,3753.11056718,2100,40000,17066.6666667,0,0.0344641323327,0.0333346724089,0.699918880553,0.503344852029,0.77358490566,"5"
"5470",7,0,0,1,0,729,339.888888889,121680,0,4784.45454545,2848.81123466,817,5400,2275.5,1,0.0200046853186,0.0200082344892,0.0200029950182,0.558333333333,0.4,"1"
"5471",5,0,0,0,0,416,336.125,30244.4444444,0,2906.56666667,2358.04662914,0,0,0,0,0.0222878590504,0.0222452642751,0.022276783782,0.505535714286,0.8,"1"
"5472",6,1,0,1,0,583,369,107971.428571,0,3326.17395727,2134.04278082,612,3100,1442.4,0,0.0286919555792,0.17204841035,0.0285724187424,0.491333216333,0.714285714286,"1"
"5473",18,4,0,0,1,1300,373.1,215970,1333.33333333,4016.28497409,2427.12384062,1700,7100,4333.33333333,0,0.0200881901493,0.602094176418,0.0200018852118,0.410597533779,0.673076923077,"3"
"5474",8,1,0,0,0,1300,358.571428571,261355.555556,0,4199.00555556,2241.57621564,1800,2700,2250,0,0.910949212914,0.0222230145738,0.0223391149063,0.484201909202,0.818181818182,"1"
"5475",6,1,0,1,0,473,119.4,338370,2230.35294118,6739.56097561,3611.30459387,2700,2700,2700,0,0.0200214748658,0.0200337783852,0.186762367717,0.439267676768,0.818181818182,"2"
"5476",2,1,0,1,0,533,395.833333333,19671.4285714,0,2760.57807309,1628.57134423,3100,3100,3100,0,0.0287540309631,0.0285722720475,0.0287136273198,0.421503496503,0.857142857143,"2"
"5477",0,0,0,0,0,366,60.5983333333,513657.142857,0,6862.32801125,4098.4729251,0,0,0,0,0.171056588925,0.0285732926181,0.598327410754,0,0,"3"
"5478",0,18,0,0,1,677,216.111111111,246633.333333,2139.76515152,8773.43333333,3910.71096515,0,0,0,0,0.0222255493959,0.510150729429,0.42317739769,0,0,"1"
"5479",9,1,0,1,0,1100,200.571428571,217050,0,3960.57692308,2586.87669121,1400,2300,1766.66666667,0,0.0250261766857,0.0250056681817,0.025001406404,0.353561282468,0.64,"2"
"5480",2,1,0,0,0,568,326.833333333,107037.5,0,3395.45419908,2324.00928515,0,0,0,0,0.0250782985322,0.157990478391,0.0250216041929,0.451991341991,0.736842105263,"3"
"5481",0,0,0,0,0,218,114.666666667,315950,2733.1875,5149.15639374,3598.38140982,0,0,0,1,0.0333334773166,0.0333334058439,0.221906171536,0,0,"3"
"5482",9,2,0,0,0,2100,411.333333333,280777.777778,2100,6132.07142857,4120.17068983,9900,9900,9900,0,0.142116329216,0.0222478580085,0.631224238085,0.454661410019,0.909090909091,"2"
"5483",20,1,0,0,0,4400,1073.6,222157.142857,0,4400,2010.31219613,0,0,0,0,0.749856980899,0.0285739382506,0.164420188918,0.420440685046,0.586206896552,"2"
"5484",4,0,0,0,0,0,-1,185688.888889,0,4331.5969697,2015.92537136,27500,27500,27500,0,0.0222240113264,0.133323561276,0.022255033385,0.49188350066,0.666666666667,"2"
"5485",8,1,0,0,0,716,167,222844.444444,0,7308.25,2848.03517563,5800,5800,5800,0,0.666428754769,0.135718436379,0.0229597695478,0.433793603739,0.666666666667,"3"
"5486",14,1,0,0,0,1200,362.32375,246037.5,2413.84468938,4411.97572816,3630.75765735,2900,10800,5533.33333333,0,0.89985415422,0.0250073912315,0.0250222308943,0.421526744561,0.72972972973,"2"
"5487",7,1,0,0,0,909,484.5,12200,0,2603.18421053,1390.43916313,4300,5500,4700,0,0.318029171612,0.579718226282,0.0333337916248,0.185651629073,1,"1"
"5488",3,1,0,0,1,0,-1,235280,1891.35294118,3473.98770027,2417.37593779,619,9900,5259.5,0,0.0400007969664,0.638491281606,0.0400001457023,0.307741935484,0.444444444444,"1"
"5489",9,1,0,0,0,444,365.2,137650,0,3815.38541667,2404.56941152,1900,13300,6233.33333333,0,0.721014437657,0.033352925689,0.0333451420692,0.490542478355,0.865671641791,"3"
"5490",21,2,0,1,0,4900,701.111111111,431980,0,7487.0931677,3610.69272207,1400,4900,3100,0,0.0849531943185,0.31673249821,0.0200432034067,0.507068971129,0.772727272727,"2"
"5491",9,3,0,0,0,261,127.118,408166.666667,0,5106.66035951,3075.2639429,3200,3200,3200,0,0.866268707898,0.0334099870508,0.0336484570559,0.490115995116,0.692307692308,"2"
"5492",10,1,0,0,0,546,293.37,297596.285714,709.666666667,4569.78389831,2672.83801982,2400,2400,2400,0,0.476371981659,0.0286112683721,0.437872778987,0.421162280702,0.782608695652,"1"
"5493",4,1,0,0,0,822,267.696666667,298100,1822.63636364,8194.34518868,3635.02905606,1700,1700,1700,0,0.509008926305,0.0334125349717,0.219571689579,0.358080808081,0.4,"1"
"5494",10,1,0,0,0,1900,382.857142857,239162.5,0,4237.92097264,3090.91294604,996,996,996,0,0.899969831832,0.0250004691663,0.0250028055741,0.444268192125,0.836363636364,"2"
"5495",11,9,0,1,0,2000,561.9,22850,1714.2,3349.42276423,2451.1288718,566,4400,2466.57142857,1,0.0200398541112,0.0200030747916,0.0200669582893,0.473526721295,0.822222222222,"3"
"5496",9,14,0,1,0,602,191.25,266575,2299.46341463,3578.89247463,3010.05561022,3300,4100,3700,0,0.0503321861958,0.0503658404924,0.0500018740049,0.438188405797,0.942857142857,"2"
"5497",5,1,0,0,1,862,441.25,140840,0,3235.83484848,2165.38933251,1900,1900,1900,0,0.0400022782827,0.440140108647,0.0400004260124,0.399772727273,0.69696969697,"3"
"5498",1,2,0,0,0,150,50.1966666667,543266.666667,2471.76231431,3599.8693418,3130.14394624,13800,13800,13800,0,0.733331806299,0.0666673668329,0.0666666705726,0.426978114478,0.592592592593,"2"
"5499",7,1,1,0,0,2300,704,29566.6666667,1551.95454545,3944.68235294,2662.11705243,1700,1700,1700,0,0.216162810627,0.0342541870543,0.0337307878253,0.288628732379,0.6,"2"
"5500",6,1,0,1,0,1100,262,232260,2240,3577.96906326,2953.88206164,945,2300,1622.5,0,0.0402130326716,0.0400995976036,0.0400005370045,0.435678210678,0.714285714286,"2"
"5501",4,1,0,0,1,1100,182.5,285266.666667,1100,3447.18312514,2201.01134678,926,1900,1308.66666667,1,0.0333359286174,0.701500431882,0.0333348348954,0.373647907648,0.636363636364,"2"
"5502",4,0,0,0,1,375,262.166666667,291714.285714,0,4390.86206897,2463.85697388,1200,1200,1200,0,0.0285751953914,0.675325472734,0.238622233754,0.428571428571,0.8125,"1"
"5503",5,1,0,0,0,455,186.8,267760,3263.3710533,4601.0625,3720.23854958,1000,2000,1500,0,0.0400008495608,0.0400003060183,0.0404317950186,0.465366314876,0.522935779817,"1"
"5504",7,0,0,1,0,1700,714.5,126342.857143,0,8200,3536.36838211,1700,1700,1700,0,0.0287550766059,0.0286741980743,0.302901091894,0.415020576132,0.857142857143,"2"
"5505",3,1,0,0,0,181,80.2857142857,228100,0,5668.31162791,3471.51106059,14200,14200,14200,0,0.15749841049,0.0258967893358,0.0250267620509,0.4629669713,0.54347826087,"3"
"5506",24,18,0,0,0,510,156.598333333,593450,3576.32643586,7302.28928886,5465.60218085,4300,6700,5500,0,0.0333334414039,0.0333333733676,0.866652852959,0.571947927551,0.666666666667,"3"
"5507",4,0,0,0,0,513,335,22400,0,4975.19047619,2842.30510082,5300,9300,7300,0,0.0400807972088,0.0417213520883,0.838049286427,0.490814393939,0.941176470588,"1"
"5508",15,1,0,0,1,1600,497,158257.142857,1600,3602.62455453,2317.82076337,0,0,0,0,0.0285724592587,0.599911869633,0.0285719115211,0.500456428914,0.636363636364,"1"
"5509",16,7,0,0,0,1600,533.5,136533.333333,1600,4123.26380368,2901.21715692,1500,3000,2250,0,0.0343847295826,0.0334809424053,0.0340340797552,0.395333333333,0.681818181818,"1"
"5510",3,0,0,0,0,303,200.333333333,212925,0,3376.7531682,2328.37584289,0,0,0,0,0.0500015370405,0.0500014277866,0.0501815171011,0.493145743146,0.789473684211,"2"
"5511",6,1,0,0,0,150,38.045,580050,2464.74670798,5659.68969006,3757.77630484,2200,2200,2200,0,0.799999213916,0.0500003335877,0.0500000046056,0.43253968254,0.333333333333,"2"
"5512",12,1,0,0,0,1100,231.857142857,220657.142857,2612.625,4896.7414248,3624.97809511,144900,144900,144900,0,0.0291153656832,0.0287841801089,0.18661565261,0.679649122807,0.444444444444,"2"
"5513",15,9,0,1,0,1000,259.2,123900,1665.85,4246.15384615,2740.91455431,691,12700,4593.42857143,0,0.235644512445,0.0200241039159,0.0200141424472,0.407795736872,0.74025974026,"2"
"5514",4,3,0,0,1,368,119.857142857,212687.5,0,3473.70520232,1905.30051313,1100,1500,1266.66666667,0,0.0250013409878,0.899995265205,0.0250008138067,0.393806485912,0.708333333333,"2"
"5515",49,20,0,0,0,420,41.1,220370,2429.57534247,6989.78182702,4013.25941254,8600,47100,27850,0,0.0207817945403,0.0200298627177,0.357600712554,0.539336972551,0.789473684211,"1"
"5516",20,1,0,0,1,568,153.8,219720,2098.53333333,3515.45454545,2750.92779326,1100,1100,1100,0,0.0400005902894,0.839185321446,0.0408117085979,0.43296957672,0.638888888889,"4"
"5517",9,1,0,0,0,1200,290.142857143,328362.5,0,6788.41118421,3536.54553729,2000,4200,3100,0,0.0251547974214,0.0250021333688,0.898281752714,0.617091242091,0.571428571429,"3"
"5518",2,1,0,0,0,528,124.4,294840,1417.15789474,3641.09990394,2939.24793733,903,903,903,0,0.0400012612495,0.0400005434542,0.379035227804,0.579126984127,0.8,"1"
"5519",9,1,0,1,0,651,203.857142857,289662.5,0,3586.06282274,2306.437672,2700,20400,7600,0,0.0250279503501,0.0250325193417,0.0250017187116,0.500842490842,0.818181818182,"2"
"5520",5,29,0,0,0,3200,814,252760,0,3900,2872.4189514,579,5100,3369.75,0,0.0400025675089,0.0400014512285,0.838585510909,0.300744625745,0.6,"2"
"5521",6,25,0,0,0,1300,326.125,344567.3,0,8006.16666667,3250.38131906,1300,36600,18950,0,0.0200005998995,0.0200003511317,0.919952393707,0.492948717949,0.7,"3"
"5522",3,1,0,0,0,412,323.5,22922.2222222,0,4707.65909091,1804.84611313,1700,1700,1700,0,0.0222231980275,0.427110906334,0.184081366381,0.457619047619,0.769230769231,"1"
"5523",7,1,0,0,0,918,287.375,243522.222222,0,5524.04347826,2932.26400653,2500,2500,2500,0,0.0227907782666,0.144302474649,0.212310464048,0.486818582652,0.811320754717,"2"
"5524",2,1,0,0,1,486,80.1666666667,170828.571429,0,3485.38647407,2240.02132675,767,1500,1133.5,1,0.0285727527197,0.738353620862,0.0285721357905,0.461051693405,0.6,"1"
"5525",16,11,0,0,0,620,111.311428571,502900,0,8213.33333333,5100.22978964,1500,25000,14633.3333333,0,0.0250009684576,0.0250005624976,0.518877336971,0.567671277997,0.763157894737,"2"
"5526",4,0,0,1,0,447,217.833333333,167100,2350.29411765,4457.87755102,3195.33017592,3900,3900,3900,1,0.0335073266196,0.0334014994918,0.0333702667074,0.494871794872,0.272727272727,"2"
"5527",12,2,0,0,0,417,103.5,249733.333333,0,3551.06655841,1934.12004248,1000,1100,1033.33333333,0,0.0333379297354,0.0333879918534,0.0337003142725,0.403730609668,0.457142857143,"1"
"5528",7,2,0,0,0,527,81.57375,261211.111111,0,8387.51472222,3374.54793554,2900,2900,2900,1,0.0225399232235,0.264216354199,0.447336986857,0.363888888889,1,"2"
"5529",7,2,0,0,0,691,162.714285714,379685.714286,1948.2,5982.30913749,4156.03146884,1300,1300,1300,0,0.0285758569028,0.172114576454,0.404025075891,0.376207729469,0.666666666667,"3"
"5530",19,16,0,1,0,332,142,160883.333333,0,4689.16546763,2978.58630376,3000,12400,6333.33333333,0,0.034101061244,0.0333596143932,0.0334830355946,0.576744588745,0.809523809524,"4"
"5531",10,1,0,1,0,2200,568.25,139837.5,2262.9,4042.65853659,3052.00616586,1200,3700,2450,1,0.149445052666,0.0250808093794,0.0250451807491,0.435648148148,0.76,"2"
"5532",6,1,0,0,0,440,101.111111111,332388.888889,3039.76942356,8229.53601108,4873.02742572,53100,53100,53100,0,0.0224217708603,0.0807899904849,0.522110934442,0.417348572836,0.828571428571,"4"
"5533",29,11,1,0,0,890,308.142857143,196887.5,0,6774.02,3255.03056394,1900,5500,3783.33333333,0,0.0255158341226,0.898752932837,0.0253551266221,0.413335999018,0.707070707071,"2"
"5534",12,1,0,0,1,581,357.4,22566.6666667,0,3125.11111111,1907.23461434,581,6800,1882.66666667,0,0.0333336873596,0.866660653297,0.033333673197,0.425814814815,0.638888888889,"1"
"5535",5,0,0,1,0,649,152.166666667,287300,0,4444.38461538,2546.79606579,10100,10100,10100,0,0.0250126506717,0.0250061495016,0.0250032524963,0.566059403559,0.615384615385,"2"
"5536",6,1,0,0,1,614,363.875,176750,2121.63059701,3692.80753968,2854.90500095,1700,2900,2300,0,0.0251350479955,0.455293230399,0.0250351609515,0.484403559404,0.863636363636,"3"
"5537",15,10,0,0,0,504,173,342750,0,7764.75464684,4475.66426193,1900,1900,1900,0,0.0333346241368,0.0333341064108,0.416967640135,0.593518518519,0.583333333333,"3"
"5538",29,4,0,0,1,1200,299.25,400950,1200,3494.48032674,2340.14797653,2900,23100,13000,0,0.0500002014626,0.79999612304,0.0500001492117,0.394676488386,0.645833333333,"2"
"5539",27,24,0,0,0,701,195.166666667,335666.666667,2985.58007117,7278.64285714,4433.73634577,3500,4000,3750,0,0.0333334733915,0.0333334036271,0.221910251192,0.443461538462,0.782608695652,"1"
"5540",25,1,1,0,0,651,129.4,231880,1568.98387097,3890.59108527,3256.44022638,475,475,475,0,0.401882706372,0.339080676907,0.178697071991,0.532467532468,0.583333333333,"2"
"5541",26,15,0,0,0,906,181,250988.888889,0,7029.5912044,3877.32499784,8500,26700,17600,0,0.131096448154,0.0222233134479,0.682469504125,0.705882352941,0.8125,"1"
"5542",12,1,0,0,1,1900,330.222222222,365166.666667,2391.15025005,25666.6666667,6403.18372824,56500,196700,126600,0,0.0222233938074,0.355726268313,0.348342423283,0.479393939394,0.789473684211,"2"
"5543",0,0,0,0,1,1400,497.2,206440,1400,3575.60199943,2469.38789259,0,0,0,0,0.0400010277014,0.626892581652,0.0400002864101,0,0,"2"
"5544",9,1,0,0,1,746,269.142857143,217587.5,0,4074.275,2272.02490362,6300,6300,6300,0,0.0250020526221,0.484453837872,0.0250011596133,0.286163583891,0.64,"2"
"5545",16,1,0,0,0,1200,373.5,277160,2683.25026814,5248.19565217,3722.51147922,3200,3200,3200,0,0.919712415461,0.0200259434041,0.0200640998057,0.425512914863,0.791666666667,"3"
"5546",7,1,0,0,1,1900,346.875,304250,1114.33333333,4392.18534483,2567.85906231,1900,3900,2566.66666667,0,0.158824583747,0.766069367452,0.0250257940352,0.343939393939,0.576923076923,"1"
"5547",13,10,0,0,0,653,263.857142857,354228.571429,2397.63888889,8762.98429319,5297.67911585,14700,14700,14700,0,0.0285715286254,0.028571494465,0.885546497175,0.577929197995,0.575757575758,"2"
"5548",14,1,0,0,1,922,253.333333333,278428.571429,0,10053.6666667,3339.43169147,6000,6000,6000,0,0.203537103347,0.567691914858,0.0285724616817,0.469647944648,0.766666666667,"2"
"5549",6,1,0,0,1,213,93.8571428571,238562.625,0,4473.58636364,2301.9451949,5100,5100,5100,0,0.02618966012,0.616916322769,0.0251471068945,0.256944444444,0.555555555556,"1"
"5550",13,11,0,0,0,733,282.285714286,173285.714286,814,3407.18436135,2264.29110349,2100,2100,2100,0,0.0285734115842,0.0285729110853,0.186762520526,0.505757783883,0.64367816092,"1"
"5551",34,35,0,1,0,429,216.375,137700,783.25,3517.72714613,2392.42279195,474,7800,2307.43333333,0,0.0250006261568,0.0250004837114,0.0250035601144,0.449009699574,0.78125,"1"
"5552",4,1,0,0,0,500,156.333333333,218066.666667,2327.52525253,4539.59259259,3130.28778569,4100,6600,5350,0,0.0333335036959,0.199696478612,0.0334204743148,0.566125541126,0.578947368421,"1"
"5553",21,2,0,0,1,791,202.888888889,277588.888889,1968.35483871,4568.58847737,3177.91933797,1300,11700,5266.66666667,0,0.302772864593,0.630199237255,0.0223140170594,0.436369365928,0.529411764706,"2"
"5554",10,1,0,0,0,382,325.6,276616.666667,0,8574.36792453,3402.91929376,38,783,410.5,0,0.641863122469,0.033337124066,0.257783896208,0.450734618916,0.722222222222,"2"
"5555",35,1,0,0,0,916,138.714285714,306900,1391.25,3409.53034584,2403.3311946,1200,2700,2000,0,0.0285737837401,0.671764330355,0.0291188377078,0.256952380952,0.692307692308,"2"
"5556",4,0,0,0,0,542,212.8,517700,2121.68085106,5404.73509687,3992.41105114,5300,5300,5300,0,0.0400001929343,0.0400323414211,0.839718777798,0.373456790123,0.4,"1"
"5557",0,0,0,0,0,278,124.666666667,313950,938.2,5286.57305287,3433.3777401,0,0,0,1,0.0333334666058,0.0333333992203,0.221915576102,0,0,"1"
"5558",6,1,1,0,0,348,215.333333333,268533.333333,3414.30321434,3964.27058824,3735.60169459,1100,1100,1100,0,0.25776168373,0.0672942163954,0.540915249374,0.51451441071,0.761904761905,"2"
"5559",29,1,0,0,1,775,179.714285714,213042.857143,2167.3214576,3494.94117647,2738.75093081,1100,1100,1100,0,0.457601445443,0.456581027804,0.0286386996982,0.284776334776,0.344827586207,"2"
"5560",1,2,0,1,0,965,309.875,384100,1321.66666667,3999.26934524,2971.73102756,2200,2200,2200,0,0.0250091697578,0.025018941622,0.0250011070677,0.550085268267,0.837837837838,"2"
"5561",3,0,0,0,0,825,372.5,226883.333333,2760.71428571,5379.51111111,4269.44033543,0,0,0,0,0.0333334939919,0.0333334154503,0.221885588881,0.72843714927,0.5,"3"
"5562",4,1,0,1,0,462,274.2,164840,2045.82417582,3362.68726986,2764.23461034,0,0,0,0,0.0400734057813,0.0400148154455,0.0400003973324,0.496742424242,0.571428571429,"2"
"5563",5,1,0,0,0,610,226.6,440180,963.083333333,3824.53442029,2555.26769617,2500,2500,2500,0,0.310651968544,0.0401612669751,0.0400004478233,0.52711038961,0.7,"1"
"5564",13,11,0,0,0,619,270.111111111,246060,0,7316.27729258,4159.4296855,4100,4100,4100,0,0.0202513702266,0.020002567474,0.578868371759,0.403160297557,0.666666666667,"2"
"5565",6,1,0,1,0,82,56.75,226266.666667,0,3575.87261597,2068.85942821,755,104100,35685,0,0.0334642466132,0.0333953422954,0.0333348123564,0.443365330322,0.944444444444,"4"
"5566",26,1,0,0,0,715,300.833333333,374566.666667,1540.26666667,3416.45732163,2772.58319014,1200,5700,3450,0,0.696481507005,0.0334326474102,0.0333823102124,0.500723622782,0.461538461538,"2"
"5567",8,1,0,0,0,3600,712.5,217128.571429,0,22900,6143.53431345,0,0,0,0,0.0286116390063,0.0285722156146,0.0286411683563,0.406377164502,0.754385964912,"2"
"5568",19,11,0,1,0,3200,763.666666667,109155.555556,1800,5023.65060241,3523.30730195,3200,3200,3200,0,0.0227733743724,0.13438241083,0.022357642275,0.506861665348,0.739130434783,"3"
"5569",5,19,0,1,0,493,197.166666667,199314.285714,0,3252.53212435,2247.67449624,1200,13900,5500,0,0.0285845706281,0.0285778826965,0.0285740066644,0.421585720216,0.761904761905,"2"
"5570",12,1,0,0,0,3700,952.718,365560,3190.18039269,5985.91011236,4102.88681163,0,0,0,1,0.839999142838,0.0400001862853,0.0400001895381,0.540524322169,0.818181818182,"3"
"5571",37,26,0,0,0,2600,420.75,313612.5,3509.96607116,12300,5895.08870501,5200,16300,10750,1,0.618660476732,0.0250406654462,0.305581798418,0.604866332498,0.620689655172,"3"
"5572",12,1,0,1,0,1000,272.222222222,128333.333333,576,3760.65470852,2015.91451433,0,0,0,0,0.022223270102,0.68530803611,0.0222228400741,0.512158317873,0.794117647059,"1"
"5573",4,0,0,0,0,550,325,293137.5,0,5666.2890625,3044.54366897,0,0,0,0,0.398791443412,0.0250011217703,0.525254042423,0.380909090909,1,"1"
